url,api_information_source_name,created_at,updated,list_source,certified_api_developer_name,capability_fhir_version,format,http_response,http_response_time_second,smart_http_response,errors,cap_stat_exists,kind,requested_fhir_version,is_chpl
https://fhir.yourcareuniverse.net/tenant/ff2ee133-bd54-4d01-98c9-fa5b441b7e13/,MIMBRES MEMORIAL HOSPITAL,11/5/2025 7:21,9/6/2025 7:17,https://api.mhdi10xasayd.com/medhost-developer-composition/v1/fhir-base-service-url-bundle,MEDHOST,4.0.1,application/fhir+json,200,0.2228,200,"",TRUE,instance,None,true
https://api.practicefusion.com/fhir/r4/v1/9efd82e9-7be3-452e-acbe-f8e7c97f2965/,Community Physicians,11/5/2025 2:20,9/6/2025 5:16,https://www.practicefusion.com/assets/static_files/ServiceBaseURLs.json,Practice Fusion,4.0.1,json,200,0.1325,200,"",true*,capability,None,true
https://api.platform.athenahealth.com/25918/brand/1/csg/1/fhir/r4/,Alivio Health,24/5/2025 7:08,9/6/2025 3:57,https://service-base-urls.api.fhir.athena.io/athena-fhir-service-base-urls.json,"athenahealth, Inc.",4.0.1,"json,application/json,application/json+fhir,application/fhir+json",200,0.1655,200,"",TRUE,instance,None,true
https://api.practicefusion.com/fhir/r4/v1/fca3d5c7-08eb-4c42-856c-560e9aed82e0/,Imperial Care Internal Medicine,10/5/2025 23:49,8/6/2025 23:16,https://www.practicefusion.com/assets/static_files/ServiceBaseURLs.json,Practice Fusion,4.0.1,json,200,0.1343,200,"",true*,capability,None,true
https://app.meldrx.com/api/fhir/ez_00260/,"",11/5/2025 1:53,9/6/2025 7:43,https://app.meldrx.com/api/Directories/fhir/endpoints,Darena Solutions LLC,4.0.1,"json,xml",200,0.0187,200,"",true*,capability,None,true
https://api.platform.athenahealth.com/391/brand/13/csg/146/fhir/r4/,"",24/5/2025 14:17,9/6/2025 0:14,https://service-base-urls.api.fhir.athena.io/athena-fhir-service-base-urls.json,"athenahealth, Inc.",4.0.1,"json,application/json,application/json+fhir,application/fhir+json",200,0.1721,500,"",TRUE,instance,None,true
https://api.platform.athenahealth.com/9424/brand/1/csg/1/fhir/r4/,Biton Medical Center,24/5/2025 12:06,8/6/2025 23:44,https://service-base-urls.api.fhir.athena.io/athena-fhir-service-base-urls.json,"athenahealth, Inc.",4.0.1,"json,application/json,application/json+fhir,application/fhir+json",200,0.1527,200,"",TRUE,instance,None,true
https://api.platform.athenahealth.com/4402/brand/1/csg/1/fhir/r4/,"Gregg K. Satow, MD",24/5/2025 5:51,9/6/2025 2:32,https://service-base-urls.api.fhir.athena.io/athena-fhir-service-base-urls.json,"athenahealth, Inc.",4.0.1,"json,application/json,application/json+fhir,application/fhir+json",200,0.0971,200,"",TRUE,instance,None,true
https://api.practicefusion.com/fhir/r4/v1/0a576724-6e99-4b60-95fd-9114fc79f110/,"Tuan Nguyen, MD INC",11/5/2025 8:11,8/6/2025 23:11,https://www.practicefusion.com/assets/static_files/ServiceBaseURLs.json,Practice Fusion,4.0.1,json,200,0.1899,200,"",true*,capability,None,true
https://fhir-service.medicscloud.com/fhir/da/adsc_VTKNt621baurcVm/,"",24/5/2025 6:49,8/6/2025 23:54,https://fhir-service.medicscloud.com/da/get-clients-end-points,Advanced Data Systems Corporation,4.0.1,"xml,json",200,0.0677,200,"",TRUE,instance,None,true
https://api.platform.athenahealth.com/1562/brand/1/csg/33/fhir/r4/,"",24/5/2025 9:02,9/6/2025 5:29,https://service-base-urls.api.fhir.athena.io/athena-fhir-service-base-urls.json,"athenahealth, Inc.",4.0.1,"json,application/json,application/json+fhir,application/fhir+json",200,0.1852,200,"",TRUE,instance,None,true
https://fhir4.eclinicalworks.com/fhir/r4/HFIEAD/,"",11/5/2025 4:11,9/6/2025 5:29,https://fhir.eclinicalworks.com/ecwopendev/external/practiceList?pageId=1,"eClinicalWorks, LLC",4.0.1," xml, json ",200,0.0393,200,"",TRUE,instance,None,true
https://api.patientfusion.com/fhir/r4/v1/68d07136-0519-444e-9345-801dcfc9b0ab/,Oculoplastic Eye Surgeons of Phoenix,10/5/2025 23:21,9/6/2025 2:58,https://www.practicefusion.com/assets/static_files/ServiceBaseURLs.json,Practice Fusion,4.0.1,json,200,0.0718,200,"",true*,capability,None,true
https://fhir-api.fhirprod.aws.greenwayhealth.com/fhir/R4/2.16.840.1.113883.3.140.72586/,SURGONE PC,11/5/2025 7:04,9/6/2025 6:13,https://fhir-servicebaseurl.fhirhlprod.greenwayhealth.com/servicebundle.json,"Greenway Health, LLC",4.0.1,"
","","","","","","","",""
    application/fhir+json,"","","","","","","","","","","","","","",""
"  """,200,0.3579,200,"",TRUE,instance,None,"","","","","","","",""
https://api.platform.athenahealth.com/679/brand/1/csg/309/fhir/r4/,"",24/5/2025 15:18,9/6/2025 4:30,https://service-base-urls.api.fhir.athena.io/athena-fhir-service-base-urls.json,"athenahealth, Inc.",4.0.1,"json,application/json,application/json+fhir,application/fhir+json",200,0.1547,500,"",TRUE,instance,None,true
https://api.platform.athenahealth.com/15218/brand/1/csg/1/fhir/r4/,Main Office,24/5/2025 7:08,9/6/2025 7:17,https://service-base-urls.api.fhir.athena.io/athena-fhir-service-base-urls.json,"athenahealth, Inc.",4.0.1,"json,application/json,application/json+fhir,application/fhir+json",200,1.1269,500,"",TRUE,instance,None,true
https://rhblabs.prognocis.com/prognocis/fhir/rhblabs/,"",24/5/2025 6:50,9/6/2025 5:29,https://fhirurls.prognocis.com/fhirurlpublication/api/endpoint,Bizmatics Inc.,4.0.0," application/fhir+xml, application/fhir+json ",200,0.0278,406,"",TRUE,instance,None,true
https://fhir.fhirpoint.open.allscripts.com/fhirroute/open/77697/,Missouri Vein Care,11/5/2025 2:12,9/6/2025 2:52,https://open.platform.veradigm.com/fhirendpoints/download/R4?endpointFilter=Patient,Veradigm,4.0.1,"json,xml",200,0.4525,200,"",TRUE,instance,4,true
https://api.platform.athenahealth.com/8297/brand/5/csg/61/fhir/r4/,"",24/5/2025 10:29,9/6/2025 7:19,https://service-base-urls.api.fhir.athena.io/athena-fhir-service-base-urls.json,"athenahealth, Inc.",4.0.1,"json,application/json,application/json+fhir,application/fhir+json",200,0.0931,200,"",TRUE,instance,None,true
https://fhir-myrecord.cerner.com/r4/1762c86e-d105-4afc-a3d1-9e89748c9af3/,Miners' Colfax Medical Center,11/5/2025 8:18,9/6/2025 2:06,https://raw.githubusercontent.com/oracle-samples/ignite-endpoints/refs/heads/main/oracle_health_fhir_endpoints/millennium_patient_r4_endpoints.json,Cerner Corporation,4.0.1,"json,application/fhir+json",200,0.3757,200,"",TRUE,instance,None,true
https://api.platform.athenahealth.com/18869/brand/1/csg/1/fhir/r4/,WK ARTHRITIS CARE,24/5/2025 9:00,8/6/2025 23:52,https://service-base-urls.api.fhir.athena.io/athena-fhir-service-base-urls.json,"athenahealth, Inc.",4.0.1,"json,application/json,application/json+fhir,application/fhir+json",200,0.1059,200,"",TRUE,instance,None,true
https://providerapi.advancedmd.com/v1/r4/31675/,"",24/5/2025 8:39,8/6/2025 23:44,https://providerapi.advancedmd.com/v1/r4/endpoints,AdvancedMD,4.0.1,"
","","","","","","","",""
              application/fhir+xml,"","","","","","","","","","","","","","",""
              application/fhir+json,"","","","","","","","","","","","","","",""
"            """,200,0.154,404,"",true*,requirements,None,"","","","","","","",""
https://api.platform.athenahealth.com/1487/brand/1/csg/152/fhir/r4/,"",24/5/2025 12:06,9/6/2025 1:45,https://service-base-urls.api.fhir.athena.io/athena-fhir-service-base-urls.json,"athenahealth, Inc.",4.0.1,"json,application/json,application/json+fhir,application/fhir+json",200,0.1771,200,"",TRUE,instance,None,true
https://revolutionehr.dynamicfhir.com/fhir/revolutionehr/1745/r4/,Middle Creek Eye Center,24/5/2025 7:52,8/6/2025 23:43,https://revolutionehr.dynamicfhir.com/fhir/r4/endpoints,"Health Innovation Technologies, Inc.",4.0.1,"json,xml",200,0.0782,200,"",TRUE,instance,None,true
https://api.platform.athenahealth.com/1559/brand/1/csg/46/fhir/r4/,"",24/5/2025 6:45,9/6/2025 4:14,https://service-base-urls.api.fhir.athena.io/athena-fhir-service-base-urls.json,"athenahealth, Inc.",4.0.1,"json,application/json,application/json+fhir,application/fhir+json",200,0.0974,200,"",TRUE,instance,None,true
https://api.platform.athenahealth.com/2106/brand/1/csg/112/fhir/r4/,"",24/5/2025 6:55,9/6/2025 8:36,https://service-base-urls.api.fhir.athena.io/athena-fhir-service-base-urls.json,"athenahealth, Inc.",4.0.1,"json,application/json,application/json+fhir,application/fhir+json",200,0.0939,200,"",TRUE,instance,None,true
https://fhir.insynchcs.com/insync/samaritancenter-200/,"",24/5/2025 7:11,9/6/2025 7:48,https://resources.insynchcs.com/docrepos/InSyncDocs/insync-fhir-org-list.json,"Qualifacts Systems, LLC",4.0.1," application/fhir+xml, xml, application/fhir+json, json, application/x-turtle, ttl, html/json, html/xml, html/turtle ",200,0.1938,200,"",TRUE,instance,None,true
https://fhir.insynchcs.com/insync/Insync3-400015/,"",24/5/2025 9:02,9/6/2025 6:34,https://resources.insynchcs.com/docrepos/InSyncDocs/insync-fhir-org-list.json,"Qualifacts Systems, LLC",4.0.1," application/fhir+xml, xml, application/fhir+json, json, application/x-turtle, ttl, html/json, html/xml, html/turtle ",200,0.1923,200,"",TRUE,instance,None,true
https://providerapi.advancedmd.com/v1/r4/30566/,"",24/5/2025 7:15,9/6/2025 0:50,https://providerapi.advancedmd.com/v1/r4/endpoints,AdvancedMD,4.0.1,"
","","","","","","","",""
              application/fhir+xml,"","","","","","","","","","","","","","",""
              application/fhir+json,"","","","","","","","","","","","","","",""
"            """,200,0.1278,404,"",true*,requirements,None,"","","","","","","",""
https://api.platform.athenahealth.com/24721/brand/1/csg/1/fhir/r4/,Dr. Shim; Princeton Gastroenterology Associates,24/5/2025 10:13,9/6/2025 6:50,https://service-base-urls.api.fhir.athena.io/athena-fhir-service-base-urls.json,"athenahealth, Inc.",4.0.1,"json,application/json,application/json+fhir,application/fhir+json",200,0.1733,200,"",TRUE,instance,None,true
https://api.platform.athenahealth.com/20218/brand/1/csg/1/fhir/r4/,Dr. Sabiha Mohiuddin Family Practice,24/5/2025 14:03,9/6/2025 4:48,https://service-base-urls.api.fhir.athena.io/athena-fhir-service-base-urls.json,"athenahealth, Inc.",4.0.1,"json,application/json,application/json+fhir,application/fhir+json",200,0.158,200,"",TRUE,instance,None,true
https://fhir.insynchcs.com/insync/midwest-269/,"",24/5/2025 14:10,9/6/2025 4:53,https://resources.insynchcs.com/docrepos/InSyncDocs/insync-fhir-org-list.json,"Qualifacts Systems, LLC",4.0.1," application/fhir+xml, xml, application/fhir+json, json, application/x-turtle, ttl, html/json, html/xml, html/turtle ",200,0.1891,200,"",TRUE,instance,None,true
https://api.platform.athenahealth.com/2183/brand/35/csg/285/fhir/r4/,"",24/5/2025 9:28,9/6/2025 2:18,https://service-base-urls.api.fhir.athena.io/athena-fhir-service-base-urls.json,"athenahealth, Inc.",4.0.1,"json,application/json,application/json+fhir,application/fhir+json",200,0.1476,200,"",TRUE,instance,None,true
https://pfai.prognocis.com/prognocis/fhir/pfai/,"",24/5/2025 8:21,9/6/2025 2:07,https://fhirurls.prognocis.com/fhirurlpublication/api/endpoint,Bizmatics Inc.,4.0.0," application/fhir+xml, application/fhir+json ",200,0.0488,406,"",TRUE,instance,None,true
https://fhirendpoint.curemd.net/CM187/,"",23/5/2025 20:20,9/6/2025 6:46,https://fhirendpoint.curemd.net/fhir/DEFAULT/Bundle/ServiceBaseURLs,"CureMD.com, Inc.",No Cap Stat,NA,401,0.0153,401,"",FALSE,NA,None,true
https://providerapi.advancedmd.com/v1/r4/24336/,"",24/5/2025 9:19,9/6/2025 3:53,https://providerapi.advancedmd.com/v1/r4/endpoints,AdvancedMD,4.0.1,"
","","","","","","","",""
              application/fhir+xml,"","","","","","","","","","","","","","",""
              application/fhir+json,"","","","","","","","","","","","","","",""
"            """,200,0.14,404,"",true*,requirements,None,"","","","","","","",""
https://app.meldrx.com/api/fhir/paydc_6783/,"",11/5/2025 4:41,9/6/2025 6:18,https://app.meldrx.com/api/Directories/fhir/endpoints,Darena Solutions LLC,4.0.1,"json,xml",200,0.0141,200,"",true*,capability,None,true
https://api.platform.athenahealth.com/28435/brand/1/csg/1/fhir/r4/,HealthFirst at Archways,24/5/2025 9:55,9/6/2025 6:46,https://service-base-urls.api.fhir.athena.io/athena-fhir-service-base-urls.json,"athenahealth, Inc.",4.0.1,"json,application/json,application/json+fhir,application/fhir+json",200,0.1593,200,"",TRUE,instance,None,true
https://api.platform.athenahealth.com/15091/brand/2/csg/1/fhir/r4/,Bosworth Urgent Care,24/5/2025 6:46,9/6/2025 1:36,https://service-base-urls.api.fhir.athena.io/athena-fhir-service-base-urls.json,"athenahealth, Inc.",4.0.1,"json,application/json,application/json+fhir,application/fhir+json",200,0.1511,200,"",TRUE,instance,None,true
https://api.platform.athenahealth.com/22204/brand/1/csg/1/fhir/r4/,Dox Medical Group,24/5/2025 7:22,9/6/2025 2:05,https://service-base-urls.api.fhir.athena.io/athena-fhir-service-base-urls.json,"athenahealth, Inc.",4.0.1,"json,application/json,application/json+fhir,application/fhir+json",200,0.1582,500,"",TRUE,instance,None,true
https://connect.pointclickcare.com/fhir/R4/c4b19dbc-c2cc-4b15-b402-e4fc70f30959/,"",24/5/2025 6:36,9/6/2025 3:10,https://fhir.pointclickcare.com/R4endpoints.json,PointClickCare Technologies Inc.,4.0.1," application/fhir+xml, xml, application/fhir+json, json, application/x-turtle, ttl, html/json, html/xml, html/turtle ",200,0.0915,200,"",TRUE,instance,None,true
https://api.platform.athenahealth.com/32553/brand/1/csg/1/fhir/r4/,STAT Telemedicine & Walk-In,24/5/2025 12:21,9/6/2025 6:53,https://service-base-urls.api.fhir.athena.io/athena-fhir-service-base-urls.json,"athenahealth, Inc.",4.0.1,"json,application/json,application/json+fhir,application/fhir+json",200,0.1512,200,"",TRUE,instance,None,true
https://providerapi.advancedmd.com/v1/r4/21557/,"",24/5/2025 10:06,9/6/2025 5:21,https://providerapi.advancedmd.com/v1/r4/endpoints,AdvancedMD,4.0.1,"
","","","","","","","",""
              application/fhir+xml,"","","","","","","","","","","","","","",""
              application/fhir+json,"","","","","","","","","","","","","","",""
"            """,200,0.1551,404,"",true*,requirements,None,"","","","","","","",""
https://fhir.fhirpoint.open.allscripts.com/fhirroute/open/76852/,Young Joo Youn Md And Arif Mannan MD,11/5/2025 3:05,9/6/2025 5:08,https://open.platform.veradigm.com/fhirendpoints/download/R4?endpointFilter=Patient,Veradigm,4.0.1,"json,xml",200,0.4205,200,"",TRUE,instance,4,true
https://fhir4.eclinicalworks.com/fhir/r4/ABGJBA/,"",24/5/2025 10:07,8/6/2025 23:17,https://fhir.eclinicalworks.com/ecwopendev/external/practiceList?pageId=1,"eClinicalWorks, LLC",4.0.1," xml, json ",200,0.0797,200,"",TRUE,instance,None,true
https://api.platform.athenahealth.com/27901/brand/2/csg/1/fhir/r4/,Park Primary Care,24/5/2025 5:49,9/6/2025 3:59,https://service-base-urls.api.fhir.athena.io/athena-fhir-service-base-urls.json,"athenahealth, Inc.",4.0.1,"json,application/json,application/json+fhir,application/fhir+json",200,0.0932,200,"",TRUE,instance,None,true
https://applications.op.healthcare/1798/api/FHIR/R4/,PediPlace at Westover Hills LLC TX,24/5/2025 14:46,9/6/2025 3:22,https://applications.op.healthcare/api/v2/atlas-format/Endpoint?_revinclude=Endpoint:organization,Office Practicum,4.0.1,"xml,json",200,0.0313,200,"",TRUE,instance,None,true
https://api.platform.athenahealth.com/16536/brand/1/csg/1/fhir/r4/,"",24/5/2025 9:20,9/6/2025 4:42,https://service-base-urls.api.fhir.athena.io/athena-fhir-service-base-urls.json,"athenahealth, Inc.",4.0.1,"json,application/json,application/json+fhir,application/fhir+json",200,0.1771,200,"",TRUE,instance,None,true
https://api.platform.athenahealth.com/1582/brand/1/csg/55/fhir/r4/,"",24/5/2025 8:43,9/6/2025 3:48,https://service-base-urls.api.fhir.athena.io/athena-fhir-service-base-urls.json,"athenahealth, Inc.",4.0.1,"json,application/json,application/json+fhir,application/fhir+json",200,0.0931,200,"",TRUE,instance,None,true
https://providerapi.advancedmd.com/v1/r4/33805/,"",24/5/2025 7:18,9/6/2025 1:42,https://providerapi.advancedmd.com/v1/r4/endpoints,AdvancedMD,4.0.1,"
","","","","","","","",""
              application/fhir+xml,"","","","","","","","","","","","","","",""
              application/fhir+json,"","","","","","","","","","","","","","",""
"            """,200,0.1338,404,"",true*,requirements,None,"","","","","","","",""
https://connect.pointclickcare.com/fhir/R4/1cfb1cc6-87f8-433c-b356-680135074d8f/,"",24/5/2025 8:50,8/6/2025 23:07,https://fhir.pointclickcare.com/R4endpoints.json,PointClickCare Technologies Inc.,4.0.1," application/fhir+xml, xml, application/fhir+json, json, application/x-turtle, ttl, html/json, html/xml, html/turtle ",200,0.0911,200,"",TRUE,instance,None,true
https://api.practicefusion.com/fhir/r4/v1/9fb29bcd-6b5f-4028-a92f-510cd1194f92/,Align Wellness Suite,11/5/2025 1:25,9/6/2025 0:03,https://www.practicefusion.com/assets/static_files/ServiceBaseURLs.json,Practice Fusion,4.0.1,json,200,0.1723,200,"",true*,capability,None,true
https://api.platform.athenahealth.com/12481/brand/1/csg/1/fhir/r4/,"",24/5/2025 11:29,9/6/2025 3:32,https://service-base-urls.api.fhir.athena.io/athena-fhir-service-base-urls.json,"athenahealth, Inc.",4.0.1,"json,application/json,application/json+fhir,application/fhir+json",200,0.1525,200,"",TRUE,instance,None,true
https://api.platform.athenahealth.com/28261/brand/1/csg/1/fhir/r4/,Robinson Family Clinic,24/5/2025 8:53,9/6/2025 5:55,https://service-base-urls.api.fhir.athena.io/athena-fhir-service-base-urls.json,"athenahealth, Inc.",4.0.1,"json,application/json,application/json+fhir,application/fhir+json",200,0.1514,200,"",TRUE,instance,None,true
https://fhir-myrecord.cerner.com/r4/98457c6b-63ef-4752-8922-1770c81bf95b/,Delta Medical Clinic,11/5/2025 4:31,9/6/2025 7:12,https://raw.githubusercontent.com/oracle-samples/ignite-endpoints/refs/heads/main/oracle_health_fhir_endpoints/millennium_patient_r4_endpoints.json,Cerner Corporation,4.0.1,"json,application/fhir+json",200,0.099,200,"",TRUE,instance,None,true
https://ehifhir.ehiconnect.com/fhir/ehi/90525e70b7842930586545c6f1c9310c/r4/,EUTON M LAING M.D.,24/5/2025 8:47,9/6/2025 3:13,https://ehifhir.ehiconnect.com/fhir/r4/endpoints,Enable Healthcare Inc.,4.0.1,"json,xml",200,0.0653,200,"",true*,capability,None,true
https://fhir.insynchcs.com/insync/midwest-351/,"",24/5/2025 12:33,9/6/2025 3:54,https://resources.insynchcs.com/docrepos/InSyncDocs/insync-fhir-org-list.json,"Qualifacts Systems, LLC",4.0.1," application/fhir+xml, xml, application/fhir+json, json, application/x-turtle, ttl, html/json, html/xml, html/turtle ",200,0.1978,200,"",TRUE,instance,None,true
https://fhir-service.medicscloud.com/fhir/da/adsc_IyC3DnquqGtWJJK/,"",24/5/2025 10:42,9/6/2025 2:19,https://fhir-service.medicscloud.com/da/get-clients-end-points,Advanced Data Systems Corporation,4.0.1,"xml,json",200,0.0673,200,"",TRUE,instance,None,true
https://connect.pointclickcare.com/fhir/R4/0095d614-1cbd-4b65-b3da-32939bc4c932/,"",24/5/2025 6:31,9/6/2025 2:32,https://fhir.pointclickcare.com/R4endpoints.json,PointClickCare Technologies Inc.,4.0.1," application/fhir+xml, xml, application/fhir+json, json, application/x-turtle, ttl, html/json, html/xml, html/turtle ",200,0.1112,200,"",TRUE,instance,None,true
https://fhir.fhirpoint.open.allscripts.com/fhirroute/open/10084073/,Patriot Family Medicine,11/5/2025 4:31,9/6/2025 6:54,https://open.platform.veradigm.com/fhirendpoints/download/R4?endpointFilter=Patient,Veradigm,4.0.1,"json,xml",200,0.6371,200,"",TRUE,instance,None,true
https://fhir-myrecord.cerner.com/r4/ea58a6c7-91a7-4c12-b7a2-85fb3bc9550c/,"",11/5/2025 2:12,9/6/2025 4:47,https://raw.githubusercontent.com/oracle-samples/ignite-endpoints/refs/heads/main/oracle_health_fhir_endpoints/millennium_patient_r4_endpoints.json,Cerner Corporation,4.0.1,"json,application/fhir+json",200,0.4825,200,"",TRUE,instance,None,true
https://fhir.fhirpoint.open.allscripts.com/fhirroute/open/75239/,Face and Skin LLC,10/5/2025 23:14,9/6/2025 1:06,https://open.platform.veradigm.com/fhirendpoints/download/R4?endpointFilter=Patient,Veradigm,4.0.1,"json,xml",200,0.4749,200,"",TRUE,instance,None,true
https://fhirendpoint.curemd.net/CM05K/,"",24/5/2025 1:05,9/6/2025 1:42,https://fhirendpoint.curemd.net/fhir/DEFAULT/Bundle/ServiceBaseURLs,"CureMD.com, Inc.",No Cap Stat,NA,401,0.0216,401,"",FALSE,NA,None,true
https://fhir-usa.unify.chbase.com/org/limemed-6f800dfa/,Limestone Medical Center,24/5/2025 12:44,9/6/2025 7:23,https://fhir-usa.unify.chbase.com/.well-known/endpoint,"TruBridge, Inc.",4.0.1,"application/fhir+json,application/fhir+xml",200,0.3097,200,"",true*,capability,4,true
https://api.platform.athenahealth.com/22027/brand/1/csg/1/fhir/r4/,Complete Sleep Solutions,24/5/2025 8:43,9/6/2025 1:21,https://service-base-urls.api.fhir.athena.io/athena-fhir-service-base-urls.json,"athenahealth, Inc.",4.0.1,"json,application/json,application/json+fhir,application/fhir+json",200,0.1573,200,"",TRUE,instance,None,true
https://api.platform.athenahealth.com/15186/brand/1/csg/1/fhir/r4/,Main Office,24/5/2025 13:28,9/6/2025 8:29,https://service-base-urls.api.fhir.athena.io/athena-fhir-service-base-urls.json,"athenahealth, Inc.",4.0.1,"json,application/json,application/json+fhir,application/fhir+json",200,0.0967,500,"",TRUE,instance,None,true
https://amirananiod.ef.prod.fhir.ema-api.com/fhir/r4/,"",11/5/2025 3:22,9/6/2025 6:47,https://public-api.mmi.prod.fhir.ema-api.com/public/fhir/r4/Endpoint?_include=Endpoint:managingOrganization&connection-type=hl7-fhir-rest,"Eyefinity, Inc.",4.0.1," application/fhir+xml, application/fhir+json ",200,0.0716,200,"",TRUE,instance,None,true
https://api.platform.athenahealth.com/1605/brand/1/csg/26/fhir/r4/,"",24/5/2025 11:37,9/6/2025 3:21,https://service-base-urls.api.fhir.athena.io/athena-fhir-service-base-urls.json,"athenahealth, Inc.",4.0.1,"json,application/json,application/json+fhir,application/fhir+json",200,0.1515,200,"",TRUE,instance,None,true
https://api.patientfusion.com/fhir/r4/v1/a12ee528-392a-46dc-a0de-b2270efa59cf/,"Dennis R. Holmes, M.D., Inc.",11/5/2025 2:12,8/6/2025 23:39,https://www.practicefusion.com/assets/static_files/ServiceBaseURLs.json,Practice Fusion,4.0.1,json,200,0.0812,200,"",true*,capability,None,true
https://connect.pointclickcare.com/fhir/R4/2f864b37-86f2-4b69-830f-55db339a0fd4/,"",24/5/2025 11:10,9/6/2025 5:31,https://fhir.pointclickcare.com/R4endpoints.json,PointClickCare Technologies Inc.,4.0.1," application/fhir+xml, xml, application/fhir+json, json, application/x-turtle, ttl, html/json, html/xml, html/turtle ",200,0.1039,200,"",TRUE,instance,None,true
https://api.practicefusion.com/fhir/r4/v1/0c794e34-8dbc-4b58-89f0-c9f41aa7a65e/,Nina K Maw Maw MD,10/5/2025 23:15,9/6/2025 2:02,https://www.practicefusion.com/assets/static_files/ServiceBaseURLs.json,Practice Fusion,4.0.1,json,200,0.3759,200,"",true*,capability,None,true
https://api.platform.athenahealth.com/14960/brand/1/csg/1/fhir/r4/,Taylor Medical Center,24/5/2025 11:31,9/6/2025 3:29,https://service-base-urls.api.fhir.athena.io/athena-fhir-service-base-urls.json,"athenahealth, Inc.",4.0.1,"json,application/json,application/json+fhir,application/fhir+json",200,0.1481,200,"",TRUE,instance,None,true
https://api.platform.athenahealth.com/1878/brand/1/csg/22/fhir/r4/,SALEM COUNTY NURSING HM,24/5/2025 12:03,9/6/2025 2:48,https://service-base-urls.api.fhir.athena.io/athena-fhir-service-base-urls.json,"athenahealth, Inc.",4.0.1,"json,application/json,application/json+fhir,application/fhir+json",200,0.1142,200,"",TRUE,instance,None,true
https://api.platform.athenahealth.com/14031/brand/1/csg/1/fhir/r4/,DOCTOR'S CLINIC OF RIO GRANDE CITY,24/5/2025 13:07,9/6/2025 1:45,https://service-base-urls.api.fhir.athena.io/athena-fhir-service-base-urls.json,"athenahealth, Inc.",4.0.1,"json,application/json,application/json+fhir,application/fhir+json",200,0.1554,200,"",TRUE,instance,None,true
https://fhir4.eclinicalworks.com/fhir/r4/EDADCA/,"",24/5/2025 5:50,8/6/2025 23:35,https://fhir.eclinicalworks.com/ecwopendev/external/practiceList?pageId=1,"eClinicalWorks, LLC",4.0.1," xml, json ",200,0.0524,200,"",TRUE,instance,None,true
https://api.platform.athenahealth.com/9657/brand/1/csg/1/fhir/r4/,UPPER CAPE EAR NOSE AND THROAT,24/5/2025 9:43,9/6/2025 2:44,https://service-base-urls.api.fhir.athena.io/athena-fhir-service-base-urls.json,"athenahealth, Inc.",4.0.1,"json,application/json,application/json+fhir,application/fhir+json",200,0.1092,200,"",TRUE,instance,None,true
https://api.platform.athenahealth.com/9243/brand/1/csg/1/fhir/r4/,"Rolando Uykimpang, MD Inc.",24/5/2025 14:42,9/6/2025 3:22,https://service-base-urls.api.fhir.athena.io/athena-fhir-service-base-urls.json,"athenahealth, Inc.",4.0.1,"json,application/json,application/json+fhir,application/fhir+json",200,0.1567,200,"",TRUE,instance,None,true
https://providerapi.advancedmd.com/v1/r4/29745/,"",24/5/2025 14:12,9/6/2025 3:48,https://providerapi.advancedmd.com/v1/r4/endpoints,AdvancedMD,4.0.1,"
","","","","","","","",""
              application/fhir+xml,"","","","","","","","","","","","","","",""
              application/fhir+json,"","","","","","","","","","","","","","",""
"            """,200,0.1369,404,"",true*,requirements,None,"","","","","","","",""
https://api.platform.athenahealth.com/2278/brand/1/csg/78/fhir/r4/,"",24/5/2025 13:03,9/6/2025 4:52,https://service-base-urls.api.fhir.athena.io/athena-fhir-service-base-urls.json,"athenahealth, Inc.",4.0.1,"json,application/json,application/json+fhir,application/fhir+json",200,0.0882,200,"",TRUE,instance,None,true
https://api.practicefusion.com/fhir/r4/v1/7d752419-af47-450c-8083-96120920c760/,Michael Brown Practice,11/5/2025 4:03,9/6/2025 3:32,https://www.practicefusion.com/assets/static_files/ServiceBaseURLs.json,Practice Fusion,4.0.1,json,200,0.3683,200,"",true*,capability,None,true
https://fhir4.eclinicalworks.com/fhir/r4/GFJCDD/,"",24/5/2025 7:54,9/6/2025 4:30,https://fhir.eclinicalworks.com/ecwopendev/external/practiceList?pageId=1,"eClinicalWorks, LLC",4.0.1," xml, json ",200,0.0607,200,"",TRUE,instance,None,true
https://fhir.fhirpoint.open.allscripts.com/fhirroute/open/10049447/,Family Medicine Clinic,11/5/2025 2:17,9/6/2025 6:10,https://open.platform.veradigm.com/fhirendpoints/download/R4?endpointFilter=Patient,Veradigm,1.0.2,"xml,json",200,0.9491,404,"",TRUE,instance,2,true
https://api.platform.athenahealth.com/12959/brand/4/csg/1/fhir/r4/,BAYLOR UNIVERSITY MEDICAL CENTER - GUNBY - OP,24/5/2025 8:20,9/6/2025 7:13,https://service-base-urls.api.fhir.athena.io/athena-fhir-service-base-urls.json,"athenahealth, Inc.",4.0.1,"json,application/json,application/json+fhir,application/fhir+json",200,0.1005,200,"",TRUE,instance,None,true
https://ac-fhir.harrisambulatory.com/ac-4497/fhir/r4/,"",11/5/2025 1:32,9/6/2025 8:29,https://ac-fhir.harrisambulatory.com/endpoints/r4,"CareTracker, Inc.",4.0.1,"xml,json",200,0.058,200,"",TRUE,instance,None,true
